edad,coste,antig_c,expos,nsin,marca,alarma,sexo,zona,uso
44,0,25,0.9973,0,AUDI,no,M,Rural,Trabajo - uso ocasional
45,0,26,0.0055,0,AUDI,no,M,Rural,Trabajo - uso ocasional
45,2038.48,26,0.8192,1,AUDI,no,M,Rural,Trabajo - uso ocasional
34,0,15,0.8164,0,FIAT,si,F,Semi urbano,Ocio
33,0,15,0.8658,0,GM,si,M,Rural,Trabajo - uso ocasional
34,0,16,0.9973,0,GM,si,M,Rural,Trabajo - uso ocasional
35,0,17,0.8904,0,GM,si,M,Rural,Trabajo - uso ocasional
36,0,18,1,0,GM,si,M,Rural,Trabajo - uso ocasional
54,0,28,0.4329,0,TOYOTA,si,M,Urbano,Trabajo - uso ocasional
55,0,29,0.3507,0,FORD,si,M,Urbano,Trabajo - uso ocasional
55,0,29,0.7534,0,FORD,si,M,Urbano,Trabajo - uso ocasional
56,0,30,0.2411,0,FORD,si,M,Semi urbano,Trabajo - uso ocasional
56,0,30,0.2411,0,FORD,si,M,Semi urbano,Trabajo - uso ocasional
57,0,31,0.5863,0,FORD,si,M,Semi urbano,Trabajo - uso ocasional
57,0,31,0.1644,0,FORD,si,M,Semi urbano,Trabajo - uso ocasional
57,0,31,1,0,FORD,si,M,Semi urbano,Trabajo - uso ocasional
58,35735.94,32,0.1315,1,FORD,si,M,Semi urbano,Trabajo - uso ocasional
58,0,32,0.8548,0,FORD,si,M,Semi urbano,Trabajo - uso ocasional
54,0,28,0.0904,0,RENAULT,si,M,Urbano,Trabajo - uso ocasional
54,0,28,0.9041,0,GM,si,M,Urbano,Trabajo - uso ocasional
55,0,29,0.9973,0,GM,si,M,Urbano,Trabajo - uso ocasional
56,0,30,0.9973,0,GM,si,M,Semi urbano,Trabajo - uso ocasional
57,0,31,0.9534,0,GM,si,M,Semi urbano,Trabajo - uso ocasional
58,0,32,0.9973,0,GM,si,M,Semi urbano,Trabajo - uso ocasional
59,47423.63,33,0.3863,1,GM,si,M,Semi urbano,Trabajo - uso ocasional
60,2181.57,34,0.9973,1,GM,si,M,Semi urbano,Trabajo - uso ocasional
54,3863.05,28,0.4219,1,RENAULT,si,M,Urbano,Trabajo - uso ocasional
59,0,29,0.9973,0,ALFA ROMEO,si,M,Urbano,Trabajo - uso ocasional
60,0,30,0.2356,0,ALFA ROMEO,si,M,Urbano,Trabajo - uso ocasional
61,0,31,0.2384,0,ALFA ROMEO,si,M,Urbano,Trabajo - uso ocasional
61,0,31,0.5178,0,ALFA ROMEO,si,M,Semi urbano,Trabajo - uso ocasional
61,0,31,0.5507,0,ALFA ROMEO,si,M,Semi urbano,Trabajo - uso ocasional
62,0,32,1,0,HONDA,si,M,Semi urbano,Trabajo - uso ocasional
35,0,13,0.9973,0,FORD,si,F,Semi urbano,Trabajo - uso cotidiano
36,0,14,0.1452,0,FORD,si,F,Semi urbano,Trabajo - uso cotidiano
40,0,20,0.9973,0,GM,si,F,Rural,Trabajo - uso ocasional
41,0,21,0.063,0,GM,si,F,Rural,Trabajo - uso ocasional
42,0,22,0.9973,0,VOLKSWAGEN,no,F,Rural,Trabajo - uso ocasional
43,0,23,1,0,VOLKSWAGEN,no,F,Rural,Trabajo - uso ocasional
44,0,24,0.9973,0,VOLKSWAGEN,no,F,Rural,Trabajo - uso ocasional
45,0,25,0.9973,0,VOLKSWAGEN,no,F,Rural,Trabajo - uso ocasional
51,0,27,0.7671,0,FORD,no,M,Rural,Ocio
54,3244.52,30,1,1,FORD,no,M,Rural,Ocio
55,0,31,0.9973,0,FORD,no,M,Rural,Ocio
56,0,32,0.9973,0,FORD,no,M,Rural,Ocio
57,0,33,0.1973,0,FORD,no,M,Rural,Ocio
60,2189.51,28,1,1,NISSAN,no,M,Semi urbano,Trabajo - uso cotidiano
61,0,29,0.9973,0,NISSAN,no,M,Semi urbano,Trabajo - uso cotidiano
62,0,30,0.9973,0,NISSAN,no,M,Semi urbano,Trabajo - uso cotidiano
63,0,31,0.3973,0,NISSAN,no,M,Semi urbano,Trabajo - uso cotidiano
63,0,31,0.5973,0,NISSAN,no,M,Semi urbano,Trabajo - uso cotidiano
64,0,32,1,0,NISSAN,no,M,Semi urbano,Trabajo - uso cotidiano
65,0,33,0.9973,0,NISSAN,no,M,Semi urbano,Trabajo - uso cotidiano
67,0,35,0.9973,0,NISSAN,no,M,Semi urbano,Trabajo - uso cotidiano
24,2139.34,3,0.6438,1,VOLKSWAGEN,no,M,Rural,Trabajo - uso ocasional
25,0,4,0.3534,0,VOLKSWAGEN,no,M,Rural,Trabajo - uso ocasional
46,0,20,1,0,VOLKSWAGEN,no,M,Rural,Trabajo - uso ocasional
47,0,21,0.9973,0,VOLKSWAGEN,no,M,Rural,Trabajo - uso ocasional
49,0,23,0.3973,0,VOLKSWAGEN,no,M,Rural,Trabajo - uso ocasional
63,615.88,28,0.4082,1,VOLKSWAGEN,si,F,Semi urbano,Trabajo - uso cotidiano
35,2351.96,15,0.4,2,MAZDA,no,F,Urbano,Trabajo - uso ocasional
36,0,16,0.9973,0,MAZDA,si,F,Urbano,Trabajo - uso ocasional
37,0,17,0.9507,0,MAZDA,si,F,Semi urbano,Trabajo - uso ocasional
38,0,18,0.9973,0,MAZDA,si,F,Semi urbano,Trabajo - uso ocasional
39,0,19,0.2795,0,MAZDA,si,F,Semi urbano,Trabajo - uso ocasional
40,0,20,0.7178,0,FIAT,si,F,Semi urbano,Trabajo - uso ocasional
40,1116.6,20,0.9973,1,FIAT,si,F,Semi urbano,Trabajo - uso ocasional
41,0,21,0.9973,0,FIAT,si,F,Semi urbano,Trabajo - uso ocasional
42,0,22,0.9973,0,FIAT,si,F,Semi urbano,Trabajo - uso ocasional
40,0,22,1,0,MAZDA,si,F,Semi urbano,Trabajo - uso cotidiano
41,0,23,0.9973,0,MAZDA,si,F,Semi urbano,Trabajo - uso cotidiano
43,0,25,0.9973,0,MAZDA,si,F,Semi urbano,Trabajo - uso cotidiano
48,0,30,0.9644,0,RENAULT,no,M,Semi urbano,Trabajo - uso cotidiano
49,0,31,0.6192,0,RENAULT,no,M,Semi urbano,Trabajo - uso cotidiano
45,0,31,0.3753,0,RENAULT,no,F,Semi urbano,Trabajo - uso cotidiano
47,0,33,0.9973,0,RENAULT,no,F,Semi urbano,Trabajo - uso cotidiano
44,2450.18,25,1,1,RENAULT,no,M,Semi urbano,Trabajo - uso ocasional
45,0,26,0.9973,0,RENAULT,no,M,Semi urbano,Trabajo - uso ocasional
46,2234.33,27,0.9973,1,RENAULT,no,M,Semi urbano,Trabajo - uso ocasional
47,0,28,0.7918,0,RENAULT,no,M,Semi urbano,Trabajo - uso ocasional
47,0,28,0.1534,0,VOLKSWAGEN,si,M,Semi urbano,Trabajo - uso ocasional
48,0,29,1,0,VOLKSWAGEN,si,M,Semi urbano,Trabajo - uso ocasional
49,0,30,0.1918,0,VOLKSWAGEN,si,M,Semi urbano,Trabajo - uso ocasional
45,0,30,0.3753,0,VOLKSWAGEN,si,F,Semi urbano,Trabajo - uso ocasional
46,3138.21,31,0.9973,1,VOLKSWAGEN,si,F,Semi urbano,Trabajo - uso ocasional
47,0,32,0.9973,0,VOLKSWAGEN,si,F,Semi urbano,Trabajo - uso ocasional
54,0,32,0.7397,0,AUDI,si,M,Semi urbano,Trabajo - uso ocasional
55,0,33,0.2575,0,AUDI,si,M,Semi urbano,Trabajo - uso ocasional
37,0,19,0.5041,0,FORD,si,F,Semi urbano,Trabajo - uso ocasional
38,0,20,0.0082,0,NISSAN,no,F,Semi urbano,Trabajo - uso ocasional
38,200.29,20,0.4932,1,NISSAN,no,F,Semi urbano,Trabajo - uso ocasional
38,0,20,0.9973,0,NISSAN,no,F,Semi urbano,Trabajo - uso ocasional
40,0,22,1,0,NISSAN,no,F,Semi urbano,Trabajo - uso ocasional
41,68377.94,23,0.9973,2,NISSAN,no,F,Semi urbano,Trabajo - uso ocasional
42,0,24,0.9973,0,NISSAN,no,F,Semi urbano,Trabajo - uso ocasional
43,0,25,0.9973,0,NISSAN,no,F,Semi urbano,Trabajo - uso ocasional
45,0,26,0.0329,0,HONDA,si,M,Semi urbano,Trabajo - uso ocasional
45,0,26,0.1288,0,HONDA,si,M,Semi urbano,Trabajo - uso ocasional
45,0,26,0.4822,0,HONDA,si,M,Semi urbano,Trabajo - uso ocasional
45,0,26,0.2959,0,HONDA,no,M,Semi urbano,Trabajo - uso ocasional
47,0,28,1,0,HONDA,no,M,Semi urbano,Trabajo - uso ocasional
50,0,31,0.9973,0,HONDA,no,M,Semi urbano,Trabajo - uso ocasional
51,0,32,1,0,HONDA,no,M,Semi urbano,Trabajo - uso ocasional
39,2244.8,21,0.6164,1,MITSUBISHI,no,M,Semi urbano,Ocio
42,0,17,0.9973,0,VOLKSWAGEN,no,F,Semi urbano,Trabajo - uso ocasional
44,0,19,1,0,VOLKSWAGEN,no,F,Semi urbano,Trabajo - uso ocasional
45,0,20,0.0767,0,VOLKSWAGEN,no,F,Semi urbano,Trabajo - uso ocasional
45,0,20,0.9178,0,HONDA,no,F,Semi urbano,Trabajo - uso ocasional
47,123.32,22,0.9973,1,VOLKSWAGEN,no,F,Semi urbano,Trabajo - uso ocasional
28,0,8,0.4849,0,VOLKSWAGEN,si,M,Semi urbano,Trabajo - uso cotidiano
28,0,8,1,0,GM,si,M,Semi urbano,Trabajo - uso cotidiano
30,0,10,0.0795,0,GM,si,M,Semi urbano,Trabajo - uso cotidiano
38,36.34,19,0.411,1,VOLKSWAGEN,no,F,Rural,Trabajo - uso ocasional
48,0,27,0.2192,0,PEUGEOT,si,M,Semi urbano,Ocio
41,0,18,0.1397,0,DAIHATSU,si,F,Semi urbano,Trabajo - uso cotidiano
41,0,18,0.8521,0,PEUGEOT,no,F,Semi urbano,Trabajo - uso cotidiano
42,0,19,0.7452,0,PEUGEOT,no,F,Semi urbano,Trabajo - uso cotidiano
73,0,31,0.9973,0,TOYOTA,si,M,Rural,Trabajo - uso ocasional
74,0,32,1,0,TOYOTA,si,M,Rural,Trabajo - uso ocasional
51,0,20,1,0,HONDA,no,M,Semi urbano,Trabajo - uso ocasional
52,0,21,0.9973,0,HONDA,no,M,Semi urbano,Trabajo - uso ocasional
53,0,22,0.3452,0,HONDA,no,M,Semi urbano,Trabajo - uso ocasional
53,2679.46,22,0.3479,1,HONDA,no,M,Semi urbano,Trabajo - uso ocasional
40,0,28,0.1178,0,ROVER,si,M,Semi urbano,Trabajo - uso cotidiano
42,0,9,1,0,GM,si,F,Rural,Trabajo - uso ocasional
44,0,11,0.0356,0,GM,si,F,Rural,Trabajo - uso ocasional
44,1198.58,11,0.6904,2,GM,si,F,Rural,Trabajo - uso ocasional
44,0,11,0.9973,0,GM,si,F,Rural,Trabajo - uso ocasional
45,406.76,12,0.9973,1,GM,si,F,Rural,Trabajo - uso ocasional
52,2106.32,28,0.9973,1,NISSAN,si,M,Rural,Trabajo - uso ocasional
53,0,29,0.1205,0,NISSAN,no,M,Rural,Trabajo - uso ocasional
54,2947.99,30,1,2,NISSAN,no,M,Rural,Trabajo - uso ocasional
55,5181.3,31,0.9973,2,NISSAN,no,M,Rural,Trabajo - uso ocasional
56,0,32,0.9973,0,NISSAN,no,M,Rural,Trabajo - uso ocasional
57,0,33,0.9973,0,NISSAN,no,M,Rural,Trabajo - uso ocasional
51,0,29,0.0603,0,VOLVO,si,M,Rural,Trabajo - uso cotidiano
51,0,29,0.9342,0,VOLVO,si,M,Rural,Trabajo - uso cotidiano
52,0,30,0.9973,0,VOLVO,si,M,Rural,Trabajo - uso cotidiano
54,0,32,0.2082,0,VOLVO,si,M,Rural,Trabajo - uso cotidiano
54,0,32,0.789,0,HONDA,no,M,Rural,Trabajo - uso cotidiano
57,0,35,0.9973,0,HONDA,no,M,Rural,Trabajo - uso cotidiano
37,0,17,1,0,HONDA,si,F,Semi urbano,Trabajo - uso ocasional
39,0,19,0.0027,0,HONDA,si,F,Semi urbano,Trabajo - uso ocasional
40,0,20,0.9973,0,NISSAN,si,F,Semi urbano,Trabajo - uso ocasional
41,311.76,21,1,1,NISSAN,si,F,Semi urbano,Trabajo - uso ocasional
43,0,23,0.9973,0,NISSAN,si,F,Semi urbano,Trabajo - uso ocasional
54,0,29,1,0,RENAULT,no,M,Semi urbano,Trabajo - uso ocasional
55,0,30,0.9973,0,RENAULT,no,M,Semi urbano,Trabajo - uso ocasional
56,3214.79,31,0.9973,1,RENAULT,no,M,Semi urbano,Trabajo - uso ocasional
57,0,32,0.9973,0,RENAULT,no,M,Semi urbano,Trabajo - uso ocasional
58,0,33,0.1562,0,RENAULT,no,M,Semi urbano,Trabajo - uso ocasional
58,2077.52,33,0.8411,1,PEUGEOT,no,M,Semi urbano,Trabajo - uso ocasional
41,0,22,0.189,0,GM,no,M,Semi urbano,Trabajo - uso ocasional
42,0,23,0.9973,0,GM,no,M,Semi urbano,Trabajo - uso ocasional
32,0,11,0.5507,0,VOLKSWAGEN,no,M,Urbano,Trabajo - uso ocasional
32,0,11,0.4438,0,VOLKSWAGEN,no,M,Semi urbano,Trabajo - uso ocasional
33,0,12,0.9973,0,VOLKSWAGEN,no,M,Semi urbano,Trabajo - uso ocasional
34,0,13,1,0,VOLKSWAGEN,no,M,Semi urbano,Trabajo - uso ocasional
36,0,15,0.411,0,VOLKSWAGEN,no,M,Semi urbano,Trabajo - uso ocasional
36,982.27,17,1,1,HONDA,si,F,Semi urbano,Trabajo - uso cotidiano
38,0,19,0.5041,0,HONDA,si,F,Semi urbano,Trabajo - uso cotidiano
39,0,20,0.4904,0,FORD,si,F,Semi urbano,Trabajo - uso cotidiano
40,0,21,1,0,FORD,si,F,Semi urbano,Trabajo - uso cotidiano
41,0,22,0.9973,0,FORD,si,F,Semi urbano,Trabajo - uso cotidiano
31,0,8,0.074,0,FIAT,si,F,Semi urbano,Trabajo - uso cotidiano
31,0,8,0.9233,0,FIAT,no,F,Semi urbano,Trabajo - uso cotidiano
28,0,10,1,0,NISSAN,no,M,Urbano,Trabajo - uso cotidiano
29,0,11,0.8986,0,NISSAN,no,M,Urbano,Trabajo - uso cotidiano
31,0,13,0.9973,0,NISSAN,no,M,Urbano,Trabajo - uso cotidiano
32,0,14,0.063,0,NISSAN,no,M,Urbano,Trabajo - uso cotidiano
33,0,15,0.2466,0,PEUGEOT,no,M,Rural,Trabajo - uso cotidiano
33,0,15,0.9973,0,PEUGEOT,no,M,Rural,Trabajo - uso cotidiano
34,0,16,0.8438,0,PEUGEOT,no,M,Rural,Trabajo - uso cotidiano
35,0,17,0.9973,0,RENAULT,no,M,Rural,Trabajo - uso cotidiano
39,0,19,0.4329,0,TOYOTA,si,M,Rural,Trabajo - uso ocasional
40,0,20,0.4767,0,GM,si,M,Rural,Trabajo - uso ocasional
58,0,40,0.0247,0,VOLVO,no,M,Rural,Ocio
58,0,40,0.9726,0,VOLVO,no,M,Rural,Ocio
59,2079.19,41,0.9973,1,VOLVO,no,M,Rural,Ocio
60,0,42,0.9973,0,VOLVO,no,M,Rural,Trabajo - uso cotidiano
61,0,43,0.9973,0,VOLVO,no,M,Rural,Trabajo - uso cotidiano
28,0,9,0.9973,0,FORD,si,F,Rural,Trabajo - uso ocasional
29,541.67,10,0.9973,1,FORD,si,F,Rural,Trabajo - uso ocasional
30,0,11,0.3562,0,FORD,si,F,Rural,Trabajo - uso ocasional
30,0,11,0.0137,0,HONDA,no,F,Rural,Trabajo - uso ocasional
31,0,12,0.137,0,HONDA,no,F,Rural,Trabajo - uso ocasional
31,0,12,0.8603,0,HONDA,no,F,Semi urbano,Trabajo - uso ocasional
32,0,13,0.9973,0,HONDA,no,F,Semi urbano,Trabajo - uso ocasional
33,0,14,0.9973,0,HONDA,no,F,Semi urbano,Trabajo - uso ocasional
47,0,29,0.9973,0,KIA,no,M,Rural,Trabajo - uso ocasional
48,0,30,0.9973,0,KIA,no,M,Rural,Trabajo - uso ocasional
49,0,31,1,0,KIA,no,M,Rural,Trabajo - uso ocasional
50,0,32,0.9973,0,KIA,no,M,Rural,Trabajo - uso ocasional
52,0,34,0.9973,0,KIA,no,M,Rural,Trabajo - uso ocasional
47,0,29,1,0,HONDA,no,M,Rural,Trabajo - uso ocasional
48,0,30,0.9973,0,HONDA,no,M,Rural,Trabajo - uso ocasional
49,0,31,0.9973,0,HONDA,no,M,Rural,Trabajo - uso ocasional
55,0,30,1,0,HONDA,si,F,Rural,Trabajo - uso ocasional
58,0,33,0.9973,0,HONDA,si,F,Rural,Trabajo - uso ocasional
59,0,34,1,0,HONDA,si,F,Rural,Trabajo - uso ocasional
62,0,37,0.0712,0,HONDA,si,F,Rural,Trabajo - uso ocasional
71,0,30,0.2822,0,MERCEDES-BENZ,no,M,Semi urbano,Trabajo - uso cotidiano
72,2060.89,31,0.9973,1,AUDI,no,M,Semi urbano,Trabajo - uso cotidiano
76,0,35,0.9973,0,AUDI,no,M,Semi urbano,Trabajo - uso cotidiano
27,0,7,0.2055,0,VOLKSWAGEN,si,M,Semi urbano,Trabajo - uso ocasional
27,0,7,0.4712,0,VOLKSWAGEN,no,M,Semi urbano,Trabajo - uso ocasional
28,0,8,0.1014,0,VOLKSWAGEN,no,M,Semi urbano,Trabajo - uso ocasional
29,2164.53,9,0.6,1,VOLKSWAGEN,no,M,Semi urbano,Trabajo - uso ocasional
29,0,9,0.3945,0,GM,no,M,Semi urbano,Trabajo - uso ocasional
31,0,11,0.3342,0,GM,no,M,Semi urbano,Trabajo - uso ocasional
65,0,28,0.9973,0,SUBARU,no,M,Semi urbano,Trabajo - uso cotidiano
68,0,31,1,0,SUBARU,no,M,Semi urbano,Trabajo - uso cotidiano
69,0,32,0.9973,0,SUBARU,no,M,Semi urbano,Trabajo - uso cotidiano
71,0,34,0.9973,0,SUBARU,no,M,Semi urbano,Trabajo - uso cotidiano
46,0,25,0.4411,0,HONDA,no,M,Rural,Trabajo - uso ocasional
46,3539.71,25,0.474,1,HONDA,no,M,Rural,Trabajo - uso ocasional
46,0,25,0.0795,0,HONDA,no,M,Rural,Trabajo - uso ocasional
44,0,26,0.1014,0,VOLKSWAGEN,no,F,Rural,Trabajo - uso ocasional
44,0,26,0.8959,0,VOLKSWAGEN,no,F,Rural,Trabajo - uso ocasional
45,0,27,0.7781,0,VOLKSWAGEN,no,F,Rural,Trabajo - uso ocasional
46,0,28,0.0027,0,VOLKSWAGEN,no,F,Semi urbano,Trabajo - uso ocasional
46,0,28,0.9918,0,VOLKSWAGEN,no,F,Semi urbano,Trabajo - uso ocasional
33,0,12,0.4493,0,GM,no,M,Semi urbano,Trabajo - uso ocasional
35,0,14,0.3616,0,GM,no,M,Semi urbano,Trabajo - uso ocasional
33,0,13,0.9973,0,GM,no,M,Semi urbano,Trabajo - uso ocasional
32,2551.42,13,1,1,BMW,no,M,Semi urbano,Trabajo - uso ocasional
33,2384.93,14,0.9973,1,BMW,no,M,Semi urbano,Trabajo - uso ocasional
42,0,22,1,0,LADA,si,M,Rural,Trabajo - uso cotidiano
43,0,23,0.9973,0,LADA,si,M,Rural,Trabajo - uso cotidiano
44,0,24,0.1041,0,LADA,si,M,Rural,Trabajo - uso cotidiano
45,0,25,0.2548,0,Autres,si,M,Rural,Trabajo - uso cotidiano
43,0,25,1,0,TOYOTA,no,M,Semi urbano,Trabajo - uso ocasional
47,0,29,1,0,TOYOTA,no,M,Semi urbano,Trabajo - uso ocasional
48,0,30,0.6384,0,TOYOTA,no,M,Semi urbano,Trabajo - uso ocasional
49,0,31,0.0137,0,RENAULT,no,M,Semi urbano,Trabajo - uso ocasional
59,0,31,0.9973,0,FORD,si,F,Rural,Trabajo - uso cotidiano
60,0,32,0.9973,0,FORD,si,F,Rural,Trabajo - uso cotidiano
63,0,35,0.4082,0,FORD,si,F,Rural,Trabajo - uso cotidiano
53,0,25,0.9973,0,GM,no,M,Semi urbano,Trabajo - uso ocasional
55,0,27,0.0137,0,GM,no,M,Semi urbano,Trabajo - uso ocasional
55,0,27,0.9808,0,GM,no,M,Semi urbano,Trabajo - uso ocasional
57,0,29,0.9973,0,GM,no,M,Semi urbano,Trabajo - uso ocasional
38,678.7,20,1,1,RENAULT,si,F,Rural,Trabajo - uso ocasional
40,0,22,0.7041,0,RENAULT,si,F,Rural,Trabajo - uso ocasional
40,0,22,0.9973,0,RENAULT,si,F,Rural,Trabajo - uso ocasional
42,780.93,24,1,1,RENAULT,si,F,Rural,Trabajo - uso ocasional
43,0,25,0.9973,0,RENAULT,si,F,Rural,Trabajo - uso ocasional
44,0,26,0.9452,0,RENAULT,si,F,Rural,Trabajo - uso ocasional
62,0,29,0.7863,0,MERCEDES-BENZ,no,M,Semi urbano,Trabajo - uso cotidiano
62,0,29,0.1288,0,MERCEDES-BENZ,no,M,Semi urbano,Trabajo - uso cotidiano
62,0,29,0.0767,0,MERCEDES-BENZ,no,M,Semi urbano,Trabajo - uso cotidiano
63,0,30,0.9973,0,MERCEDES-BENZ,no,M,Semi urbano,Trabajo - uso cotidiano
64,0,31,0.9973,0,MERCEDES-BENZ,no,M,Semi urbano,Trabajo - uso cotidiano
65,2438.94,32,0.3973,1,MERCEDES-BENZ,no,M,Semi urbano,Trabajo - uso cotidiano
38,0,20,0.5014,0,GM,si,M,Semi urbano,Trabajo - uso ocasional
38,0,20,0.0027,0,GM,si,M,Semi urbano,Trabajo - uso ocasional
39,0,19,1,0,RENAULT,si,M,Rural,Trabajo - uso cotidiano
40,3532.65,20,0.9973,1,RENAULT,si,M,Rural,Trabajo - uso cotidiano
42,3765.48,22,0.9973,2,RENAULT,si,M,Rural,Trabajo - uso cotidiano
43,0,23,0.5014,0,RENAULT,si,M,Rural,Trabajo - uso cotidiano
44,0,24,0.4959,0,RENAULT,no,M,Rural,Trabajo - uso cotidiano
44,146217.57,24,0.9973,2,RENAULT,no,M,Rural,Trabajo - uso cotidiano
45,2184.95,25,0.9973,1,RENAULT,no,M,Rural,Trabajo - uso cotidiano
46,3000.81,26,0.9973,1,RENAULT,no,M,Rural,Trabajo - uso cotidiano
47,0,30,0.9973,0,FORD,si,M,Rural,Trabajo - uso ocasional
49,0,32,0.9973,0,FORD,si,M,Rural,Trabajo - uso ocasional
51,0,34,0.9973,0,FORD,si,M,Rural,Trabajo - uso ocasional
53,0,36,0.5671,0,PEUGEOT,no,M,Rural,Trabajo - uso ocasional
53,0,36,0.9973,0,PEUGEOT,no,M,Rural,Trabajo - uso ocasional
46,0,34,0.6959,0,MERCEDES-BENZ,no,M,Rural,Trabajo - uso ocasional
47,2275.93,35,0.3014,1,MERCEDES-BENZ,no,M,Rural,Trabajo - uso ocasional
47,0,35,0.9973,0,MERCEDES-BENZ,no,M,Rural,Trabajo - uso ocasional
48,0,36,0.9973,0,MERCEDES-BENZ,no,M,Rural,Trabajo - uso ocasional
49,0,37,0.9973,0,MERCEDES-BENZ,no,M,Rural,Trabajo - uso ocasional
50,0,38,1,0,MERCEDES-BENZ,no,M,Rural,Trabajo - uso ocasional
51,0,39,0.9973,0,MERCEDES-BENZ,no,M,Rural,Trabajo - uso ocasional
58,0,28,1,0,FORD,no,M,Rural,Trabajo - uso ocasional
59,0,29,0.2,0,FORD,no,M,Rural,Trabajo - uso ocasional
59,0,29,0.7945,0,HONDA,no,M,Rural,Trabajo - uso ocasional
60,0,30,0.9397,0,HONDA,no,M,Rural,Trabajo - uso ocasional
51,0,33,0.7123,0,GM,no,M,Semi urbano,Ocio
51,0,33,0.0055,0,HONDA,no,M,Semi urbano,Ocio
51,0,33,0.0192,0,HONDA,no,M,Semi urbano,Ocio
51,0,33,0.137,0,BMW,no,M,Semi urbano,Ocio
52,2213.48,34,0.2493,1,BMW,no,M,Semi urbano,Ocio
58,0,28,0.9973,0,TOYOTA,si,M,Semi urbano,Trabajo - uso cotidiano
59,0,29,0.9973,0,TOYOTA,si,M,Semi urbano,Trabajo - uso cotidiano
60,2007.85,30,0.9973,1,TOYOTA,si,M,Semi urbano,Trabajo - uso cotidiano
61,0,31,0.8685,0,SEAT,si,M,Semi urbano,Trabajo - uso cotidiano
62,0,32,0.9973,0,SEAT,si,M,Semi urbano,Trabajo - uso cotidiano
63,0,33,0.9479,0,SEAT,si,M,Semi urbano,Trabajo - uso cotidiano
64,0,34,0.0466,0,HONDA,no,M,Semi urbano,Trabajo - uso cotidiano
64,0,34,0.9973,0,HONDA,no,M,Semi urbano,Trabajo - uso cotidiano
65,0,35,1,0,HONDA,no,M,Semi urbano,Trabajo - uso cotidiano
49,154.82,17,0.0274,1,GM,si,F,Semi urbano,Trabajo - uso ocasional
35,0,15,1,0,RENAULT,si,M,Semi urbano,Trabajo - uso ocasional
34,0,13,0.2384,0,VOLKSWAGEN,no,F,Rural,Trabajo - uso ocasional
30,0,12,0.7205,0,HONDA,si,M,Semi urbano,Trabajo - uso ocasional
30,0,12,0.1342,0,HONDA,si,M,Semi urbano,Trabajo - uso ocasional
31,0,13,0.9973,0,VOLKSWAGEN,no,M,Semi urbano,Trabajo - uso ocasional
32,2156.43,14,0.9973,1,VOLKSWAGEN,no,M,Semi urbano,Trabajo - uso ocasional
34,0,16,0.7479,0,VOLKSWAGEN,no,M,Semi urbano,Trabajo - uso ocasional
34,0,16,0.2137,0,VOLVO,no,M,Semi urbano,Trabajo - uso ocasional
50,2374.76,29,1,1,RENAULT,si,M,Rural,Trabajo - uso cotidiano
51,0,30,0.9973,0,RENAULT,si,M,Rural,Trabajo - uso cotidiano
52,0,31,0.0356,0,RENAULT,si,M,Rural,Trabajo - uso cotidiano
52,4418.88,31,0.9589,1,RENAULT,si,M,Rural,Trabajo - uso cotidiano
53,0,32,0.9973,0,RENAULT,si,M,Rural,Trabajo - uso cotidiano
56,0,35,0.9973,0,RENAULT,si,M,Rural,Trabajo - uso cotidiano
57,0,36,0.9973,0,RENAULT,si,M,Rural,Trabajo - uso cotidiano
41,0,22,0.9973,0,CHRYSLER,no,M,Rural,Trabajo - uso ocasional
42,0,23,0.9973,0,CHRYSLER,no,M,Rural,Trabajo - uso ocasional
43,0,24,0.4849,0,CHRYSLER,no,M,Rural,Trabajo - uso ocasional
43,0,24,0.5123,0,CHRYSLER,no,M,Rural,Trabajo - uso ocasional
44,2306.16,25,0.9973,1,CHRYSLER,no,M,Rural,Trabajo - uso ocasional
45,0,26,0.9973,0,CHRYSLER,no,M,Rural,Trabajo - uso ocasional
46,2038.48,27,0.9973,1,CHRYSLER,no,M,Rural,Trabajo - uso ocasional
47,0,28,1,0,CHRYSLER,no,M,Rural,Trabajo - uso ocasional
30,0,3,0.9973,0,RENAULT,si,M,Rural,Trabajo - uso ocasional
31,0,4,0.6822,0,RENAULT,no,M,Rural,Trabajo - uso ocasional
31,0,4,0.3123,0,RENAULT,no,M,Rural,Trabajo - uso ocasional
31,0,12,0.1589,0,PEUGEOT,no,F,Rural,Trabajo - uso ocasional
31,0,12,0.9973,0,PEUGEOT,no,F,Rural,Trabajo - uso ocasional
32,0,13,0.137,0,PEUGEOT,no,F,Rural,Trabajo - uso ocasional
56,0,35,0.0329,0,VOLKSWAGEN,si,F,Semi urbano,Trabajo - uso cotidiano
58,0,37,0.9973,0,HONDA,si,F,Semi urbano,Trabajo - uso cotidiano
59,0,38,0.9973,0,HONDA,si,F,Semi urbano,Trabajo - uso cotidiano
60,0,39,1,0,HONDA,si,F,Semi urbano,Trabajo - uso cotidiano
61,0,40,0.9973,0,HONDA,si,F,Semi urbano,Trabajo - uso cotidiano
65,0,30,0.0219,0,VOLKSWAGEN,si,M,Semi urbano,Trabajo - uso ocasional
65,0,30,0.9726,0,VOLKSWAGEN,si,M,Semi urbano,Trabajo - uso ocasional
68,3669,33,0.9973,1,GM,no,M,Semi urbano,Trabajo - uso ocasional
70,0,35,1,0,GM,no,M,Semi urbano,Trabajo - uso ocasional
